Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
Ethyl 2-(5-methyl-5-vinyltetrahydrofuran-2-yl)propan-2-yl carbonate1,JTB-E02-199-06.D,,,JTB-E02-199-07.D,18.488,341,JTB-E02-199-08.D,18.520,555,JTB-E02-199-11.D,18.496,30942,JTB-E02-199-12.D,18.488,10253,JTB-E02-199-13.D,18.504,46776,JTB-E02-199-14.D,18.504,54295,JTB-E02-199-15.D,18.496,64951,JTB-E02-199-16.D,18.496,60479,JTB-E02-199-17.D,18.496,52973,JTB-E02-200-06.D,18.480,716,JTB-E02-200-07.D,18.520,370,JTB-E02-200-08.D,18.496,391,JTB-E02-200-11.D,18.504,37669,JTB-E02-200-12.D,18.504,39656,JTB-E02-200-13.D,18.504,42555,JTB-E02-200-14.D,18.496,79608,JTB-E02-200-15.D,18.496,88541,JTB-E02-200-16.D,18.504,63420,JTB-E02-200-17.D,18.496,73951,JTB-E02-201-06.D,18.488,1210,JTB-E02-201-07.D,18.480,665,JTB-E02-201-08.D,18.496,293,JTB-E02-201-11.D,18.496,33918,JTB-E02-201-12.D,18.504,45915,JTB-E02-201-13.D,18.504,41554,JTB-E02-201-14.D,18.496,94506,JTB-E02-201-15.D,18.496,108982,JTB-E02-201-16.D,18.496,115564,JTB-E02-201-17.D,18.496,84065
Acetic acid?,JTB-E02-199-06.D,,,JTB-E02-199-07.D,19.007,547,JTB-E02-199-08.D,18.975,276,JTB-E02-199-11.D,18.983,406,JTB-E02-199-12.D,18.975,1587,JTB-E02-199-13.D,19.024,177,JTB-E02-199-14.D,19.008,370,JTB-E02-199-15.D,18.975,1817,JTB-E02-199-16.D,18.992,156,JTB-E02-199-17.D,19.008,210,JTB-E02-200-06.D,19.008,38,JTB-E02-200-07.D,,,JTB-E02-200-08.D,19.016,628,JTB-E02-200-11.D,18.983,9063,JTB-E02-200-12.D,18.975,4480,JTB-E02-200-13.D,,,JTB-E02-200-14.D,18.975,1340,JTB-E02-200-15.D,18.967,317,JTB-E02-200-16.D,18.975,778,JTB-E02-200-17.D,18.991,8652,JTB-E02-201-06.D,,,JTB-E02-201-07.D,18.975,221,JTB-E02-201-08.D,18.991,1249,JTB-E02-201-11.D,,,JTB-E02-201-12.D,18.959,7873,JTB-E02-201-13.D,19.008,39990,JTB-E02-201-14.D,18.983,7144,JTB-E02-201-15.D,18.967,12866,JTB-E02-201-16.D,19.008,4321,JTB-E02-201-17.D,,
2-Ethyl-1-hexanol,JTB-E02-199-06.D,19.113,7898,JTB-E02-199-07.D,19.137,8778,JTB-E02-199-08.D,19.146,732,JTB-E02-199-11.D,19.130,28962,JTB-E02-199-12.D,19.113,37073,JTB-E02-199-13.D,19.130,46887,JTB-E02-199-14.D,19.138,39323,JTB-E02-199-15.D,19.121,51854,JTB-E02-199-16.D,19.130,52536,JTB-E02-199-17.D,19.130,45402,JTB-E02-200-06.D,19.154,4268,JTB-E02-200-07.D,19.146,2665,JTB-E02-200-08.D,19.130,4471,JTB-E02-200-11.D,19.129,30984,JTB-E02-200-12.D,19.138,39686,JTB-E02-200-13.D,19.130,34349,JTB-E02-200-14.D,19.121,35887,JTB-E02-200-15.D,19.121,46469,JTB-E02-200-16.D,19.130,41519,JTB-E02-200-17.D,19.121,41319,JTB-E02-201-06.D,19.121,3542,JTB-E02-201-07.D,19.170,328,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.138,45074,JTB-E02-201-12.D,19.121,26469,JTB-E02-201-13.D,19.130,26744,JTB-E02-201-14.D,19.129,39339,JTB-E02-201-15.D,19.121,41110,JTB-E02-201-16.D,19.121,45102,JTB-E02-201-17.D,19.121,37306
"Ethanone, 1-(2-furanyl)-",JTB-E02-199-06.D,19.398,787,JTB-E02-199-07.D,19.414,868,JTB-E02-199-08.D,19.406,328,JTB-E02-199-11.D,19.398,50060,JTB-E02-199-12.D,19.373,66350,JTB-E02-199-13.D,19.398,48266,JTB-E02-199-14.D,19.406,77026,JTB-E02-199-15.D,19.389,100303,JTB-E02-199-16.D,19.398,98908,JTB-E02-199-17.D,19.398,90113,JTB-E02-200-06.D,19.381,360,JTB-E02-200-07.D,19.438,1573,JTB-E02-200-08.D,,,JTB-E02-200-11.D,19.398,76992,JTB-E02-200-12.D,19.398,61197,JTB-E02-200-13.D,19.398,97161,JTB-E02-200-14.D,19.389,83876,JTB-E02-200-15.D,19.397,99528,JTB-E02-200-16.D,19.398,84678,JTB-E02-200-17.D,19.389,84365,JTB-E02-201-06.D,19.422,5473,JTB-E02-201-07.D,19.438,3273,JTB-E02-201-08.D,19.414,672,JTB-E02-201-11.D,19.398,88744,JTB-E02-201-12.D,19.406,85455,JTB-E02-201-13.D,19.398,78246,JTB-E02-201-14.D,19.397,86551,JTB-E02-201-15.D,19.398,78221,JTB-E02-201-16.D,19.397,88664,JTB-E02-201-17.D,19.389,82288
Dill ether,JTB-E02-199-06.D,19.820,224,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,19.820,78737,JTB-E02-199-12.D,19.812,69197,JTB-E02-199-13.D,19.836,104807,JTB-E02-199-14.D,19.820,111716,JTB-E02-199-15.D,19.812,138817,JTB-E02-199-16.D,19.820,132406,JTB-E02-199-17.D,19.820,126262,JTB-E02-200-06.D,,,JTB-E02-200-07.D,19.812,140,JTB-E02-200-08.D,19.836,914,JTB-E02-200-11.D,19.828,27010,JTB-E02-200-12.D,19.820,37521,JTB-E02-200-13.D,19.828,30047,JTB-E02-200-14.D,19.820,31432,JTB-E02-200-15.D,19.820,44694,JTB-E02-200-16.D,19.820,39697,JTB-E02-200-17.D,19.820,44103,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.828,17533,JTB-E02-201-12.D,19.828,19427,JTB-E02-201-13.D,19.820,20233,JTB-E02-201-14.D,19.820,11149,JTB-E02-201-15.D,19.812,31420,JTB-E02-201-16.D,19.820,30485,JTB-E02-201-17.D,19.820,25921
Benzaldehyde,JTB-E02-199-06.D,19.942,246246,JTB-E02-199-07.D,19.942,234392,JTB-E02-199-08.D,19.950,2258,JTB-E02-199-11.D,19.918,18752198,JTB-E02-199-12.D,19.909,20165301,JTB-E02-199-13.D,19.926,24229413,JTB-E02-199-14.D,19.926,19640527,JTB-E02-199-15.D,19.917,17232287,JTB-E02-199-16.D,19.926,17737976,JTB-E02-199-17.D,19.926,17250611,JTB-E02-200-06.D,19.942,1054197,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,19.934,23386625,JTB-E02-200-12.D,19.926,24107861,JTB-E02-200-13.D,19.934,24222892,JTB-E02-200-14.D,19.917,6676090,JTB-E02-200-15.D,19.925,3463072,JTB-E02-200-16.D,19.918,9415697,JTB-E02-200-17.D,19.917,10955988,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,19.934,22377730,JTB-E02-201-12.D,19.926,21032568,JTB-E02-201-13.D,19.926,21960307,JTB-E02-201-14.D,19.925,4123724,JTB-E02-201-15.D,19.926,2025821,JTB-E02-201-16.D,19.917,6034004,JTB-E02-201-17.D,19.917,6516111
p-Trimethylsilyloxyphenyl-(trimethylsilyloxy)trimethylsilylacrylate,JTB-E02-199-06.D,20.299,994636,JTB-E02-199-07.D,20.307,790175,JTB-E02-199-08.D,20.324,4406,JTB-E02-199-11.D,20.307,292482,JTB-E02-199-12.D,20.307,262779,JTB-E02-199-13.D,20.307,438565,JTB-E02-199-14.D,20.307,210664,JTB-E02-199-15.D,20.307,204085,JTB-E02-199-16.D,20.307,310090,JTB-E02-199-17.D,20.307,389270,JTB-E02-200-06.D,20.299,293066,JTB-E02-200-07.D,20.315,348839,JTB-E02-200-08.D,20.307,283757,JTB-E02-200-11.D,20.307,330390,JTB-E02-200-12.D,20.307,309936,JTB-E02-200-13.D,20.307,369881,JTB-E02-200-14.D,20.307,256133,JTB-E02-200-15.D,20.307,241174,JTB-E02-200-16.D,20.307,315865,JTB-E02-200-17.D,20.299,283516,JTB-E02-201-06.D,20.299,324674,JTB-E02-201-07.D,20.307,325400,JTB-E02-201-08.D,20.315,53056,JTB-E02-201-11.D,20.307,699380,JTB-E02-201-12.D,20.307,322949,JTB-E02-201-13.D,20.316,307458,JTB-E02-201-14.D,20.307,263672,JTB-E02-201-15.D,20.307,279149,JTB-E02-201-16.D,20.307,340597,JTB-E02-201-17.D,20.307,257638
Linalool,JTB-E02-199-06.D,,,JTB-E02-199-07.D,20.835,407,JTB-E02-199-08.D,20.844,229,JTB-E02-199-11.D,20.835,106317,JTB-E02-199-12.D,20.827,150315,JTB-E02-199-13.D,20.844,134828,JTB-E02-199-14.D,20.843,164407,JTB-E02-199-15.D,20.835,173253,JTB-E02-199-16.D,20.835,162510,JTB-E02-199-17.D,20.835,127907,JTB-E02-200-06.D,20.852,1965,JTB-E02-200-07.D,20.868,2266,JTB-E02-200-08.D,20.844,1034,JTB-E02-200-11.D,20.843,70816,JTB-E02-200-12.D,20.835,71253,JTB-E02-200-13.D,20.844,58401,JTB-E02-200-14.D,20.835,53564,JTB-E02-200-15.D,20.835,86263,JTB-E02-200-16.D,20.835,66314,JTB-E02-200-17.D,20.835,75719,JTB-E02-201-06.D,20.860,146,JTB-E02-201-07.D,20.851,334,JTB-E02-201-08.D,20.860,296,JTB-E02-201-11.D,20.835,39086,JTB-E02-201-12.D,20.843,47569,JTB-E02-201-13.D,20.835,37572,JTB-E02-201-14.D,20.835,44114,JTB-E02-201-15.D,20.835,54400,JTB-E02-201-16.D,20.835,58461,JTB-E02-201-17.D,20.843,55832
1-Octanol,JTB-E02-199-06.D,21.193,747,JTB-E02-199-07.D,21.193,1668,JTB-E02-199-08.D,21.225,531,JTB-E02-199-11.D,21.185,31002,JTB-E02-199-12.D,21.177,30594,JTB-E02-199-13.D,21.193,39715,JTB-E02-199-14.D,21.185,59485,JTB-E02-199-15.D,21.177,80718,JTB-E02-199-16.D,21.177,67823,JTB-E02-199-17.D,21.185,60911,JTB-E02-200-06.D,21.193,2676,JTB-E02-200-07.D,21.201,1869,JTB-E02-200-08.D,21.209,1101,JTB-E02-200-11.D,21.185,16461,JTB-E02-200-12.D,21.185,17671,JTB-E02-200-13.D,21.185,20170,JTB-E02-200-14.D,21.185,30298,JTB-E02-200-15.D,21.176,48435,JTB-E02-200-16.D,21.177,33508,JTB-E02-200-17.D,21.176,34926,JTB-E02-201-06.D,21.177,726,JTB-E02-201-07.D,21.217,3942,JTB-E02-201-08.D,21.217,1957,JTB-E02-201-11.D,21.177,12968,JTB-E02-201-12.D,21.185,11737,JTB-E02-201-13.D,21.185,9206,JTB-E02-201-14.D,21.176,23941,JTB-E02-201-15.D,21.185,31566,JTB-E02-201-16.D,21.185,34648,JTB-E02-201-17.D,21.185,26022
"Phosphonoacetic Acid, 3TMS derivative",JTB-E02-199-06.D,21.859,112566,JTB-E02-199-07.D,21.867,88468,JTB-E02-199-08.D,21.875,1668,JTB-E02-199-11.D,21.867,23061,JTB-E02-199-12.D,21.867,25605,JTB-E02-199-13.D,21.875,25526,JTB-E02-199-14.D,21.875,14514,JTB-E02-199-15.D,21.875,18339,JTB-E02-199-16.D,21.867,23202,JTB-E02-199-17.D,21.867,31011,JTB-E02-200-06.D,21.867,23507,JTB-E02-200-07.D,21.867,29255,JTB-E02-200-08.D,21.867,28280,JTB-E02-200-11.D,21.883,19354,JTB-E02-200-12.D,21.875,19588,JTB-E02-200-13.D,21.875,24197,JTB-E02-200-14.D,21.867,15094,JTB-E02-200-15.D,21.875,19738,JTB-E02-200-16.D,21.867,20494,JTB-E02-200-17.D,21.859,19292,JTB-E02-201-06.D,21.859,35371,JTB-E02-201-07.D,21.867,27647,JTB-E02-201-08.D,21.883,5689,JTB-E02-201-11.D,21.867,34336,JTB-E02-201-12.D,21.875,23386,JTB-E02-201-13.D,21.867,24592,JTB-E02-201-14.D,21.867,14653,JTB-E02-201-15.D,21.867,17226,JTB-E02-201-16.D,21.875,19211,JTB-E02-201-17.D,21.867,18322
Benzonitrile,JTB-E02-199-06.D,22.387,5738,JTB-E02-199-07.D,22.370,7033,JTB-E02-199-08.D,22.363,374,JTB-E02-199-11.D,22.354,109665,JTB-E02-199-12.D,22.346,114756,JTB-E02-199-13.D,22.363,160842,JTB-E02-199-14.D,22.354,162237,JTB-E02-199-15.D,22.354,158979,JTB-E02-199-16.D,22.355,161511,JTB-E02-199-17.D,22.354,143189,JTB-E02-200-06.D,22.379,11865,JTB-E02-200-07.D,,,JTB-E02-200-08.D,22.379,13186,JTB-E02-200-11.D,22.362,117152,JTB-E02-200-12.D,22.354,146954,JTB-E02-200-13.D,22.354,132257,JTB-E02-200-14.D,22.354,85202,JTB-E02-200-15.D,22.354,107594,JTB-E02-200-16.D,22.354,104745,JTB-E02-200-17.D,22.362,120662,JTB-E02-201-06.D,22.387,12387,JTB-E02-201-07.D,22.387,17983,JTB-E02-201-08.D,,,JTB-E02-201-11.D,22.363,109717,JTB-E02-201-12.D,22.362,94361,JTB-E02-201-13.D,22.363,101483,JTB-E02-201-14.D,22.346,82519,JTB-E02-201-15.D,22.354,72438,JTB-E02-201-16.D,22.354,83374,JTB-E02-201-17.D,22.346,77925
Terpinen-4-ol,JTB-E02-199-06.D,,,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,22.444,22211,JTB-E02-199-12.D,22.427,26000,JTB-E02-199-13.D,22.436,29249,JTB-E02-199-14.D,22.444,31784,JTB-E02-199-15.D,22.452,29964,JTB-E02-199-16.D,22.444,34837,JTB-E02-199-17.D,22.444,30909,JTB-E02-200-06.D,22.476,305,JTB-E02-200-07.D,22.452,343,JTB-E02-200-08.D,22.468,445,JTB-E02-200-11.D,22.444,21025,JTB-E02-200-12.D,22.444,21255,JTB-E02-200-13.D,22.444,7832,JTB-E02-200-14.D,22.436,13833,JTB-E02-200-15.D,22.435,21755,JTB-E02-200-16.D,22.428,16090,JTB-E02-200-17.D,22.435,20613,JTB-E02-201-06.D,22.460,596,JTB-E02-201-07.D,22.435,368,JTB-E02-201-08.D,22.419,893,JTB-E02-201-11.D,22.452,12636,JTB-E02-201-12.D,22.444,11162,JTB-E02-201-13.D,22.444,11399,JTB-E02-201-14.D,22.436,15148,JTB-E02-201-15.D,22.444,14116,JTB-E02-201-16.D,22.444,16703,JTB-E02-201-17.D,22.444,16447
"Butanoic acid, 4-hydroxy-",JTB-E02-199-06.D,22.947,10342,JTB-E02-199-07.D,22.972,42110,JTB-E02-199-08.D,22.956,4952,JTB-E02-199-11.D,22.947,69768,JTB-E02-199-12.D,22.939,44044,JTB-E02-199-13.D,22.964,67313,JTB-E02-199-14.D,22.955,48876,JTB-E02-199-15.D,22.947,51518,JTB-E02-199-16.D,22.956,69628,JTB-E02-199-17.D,22.947,30194,JTB-E02-200-06.D,22.964,26621,JTB-E02-200-07.D,22.972,17443,JTB-E02-200-08.D,22.964,38994,JTB-E02-200-11.D,22.955,50630,JTB-E02-200-12.D,22.947,34623,JTB-E02-200-13.D,22.956,66787,JTB-E02-200-14.D,22.947,46172,JTB-E02-200-15.D,22.955,62677,JTB-E02-200-16.D,22.956,59501,JTB-E02-200-17.D,22.955,52134,JTB-E02-201-06.D,22.964,24003,JTB-E02-201-07.D,22.955,1263,JTB-E02-201-08.D,22.980,19124,JTB-E02-201-11.D,22.956,77797,JTB-E02-201-12.D,22.955,59257,JTB-E02-201-13.D,22.956,46888,JTB-E02-201-14.D,22.955,59125,JTB-E02-201-15.D,22.947,56213,JTB-E02-201-16.D,22.939,36907,JTB-E02-201-17.D,22.947,33380
Acetophenone,JTB-E02-199-06.D,23.703,32617,JTB-E02-199-07.D,23.703,40610,JTB-E02-199-08.D,23.695,1727,JTB-E02-199-11.D,23.687,487517,JTB-E02-199-12.D,23.678,485061,JTB-E02-199-13.D,23.687,626841,JTB-E02-199-14.D,23.695,617693,JTB-E02-199-15.D,23.687,653188,JTB-E02-199-16.D,23.687,703645,JTB-E02-199-17.D,23.687,568794,JTB-E02-200-06.D,23.711,46000,JTB-E02-200-07.D,23.719,71488,JTB-E02-200-08.D,23.703,1580,JTB-E02-200-11.D,23.687,536872,JTB-E02-200-12.D,23.687,597779,JTB-E02-200-13.D,23.695,574731,JTB-E02-200-14.D,23.687,486916,JTB-E02-200-15.D,23.686,552875,JTB-E02-200-16.D,23.687,488697,JTB-E02-200-17.D,23.686,516743,JTB-E02-201-06.D,23.703,49339,JTB-E02-201-07.D,23.703,69059,JTB-E02-201-08.D,23.711,32843,JTB-E02-201-11.D,23.687,514866,JTB-E02-201-12.D,23.687,452886,JTB-E02-201-13.D,23.695,501749,JTB-E02-201-14.D,23.686,430470,JTB-E02-201-15.D,23.679,400069,JTB-E02-201-16.D,23.686,502118,JTB-E02-201-17.D,23.686,463427
"Silanediol, dimethyl-",JTB-E02-199-06.D,23.800,13664837,JTB-E02-199-07.D,23.808,10971008,JTB-E02-199-08.D,23.817,238859,JTB-E02-199-11.D,23.809,8565820,JTB-E02-199-12.D,23.808,5804987,JTB-E02-199-13.D,23.808,11689180,JTB-E02-199-14.D,23.817,4137148,JTB-E02-199-15.D,23.808,4518670,JTB-E02-199-16.D,23.809,6305563,JTB-E02-199-17.D,23.808,9124374,JTB-E02-200-06.D,23.808,8528649,JTB-E02-200-07.D,23.808,8468240,JTB-E02-200-08.D,23.817,8447614,JTB-E02-200-11.D,23.817,5610061,JTB-E02-200-12.D,23.817,4425594,JTB-E02-200-13.D,23.817,8553932,JTB-E02-200-14.D,23.817,4934292,JTB-E02-200-15.D,23.816,4657126,JTB-E02-200-16.D,23.808,6315221,JTB-E02-200-17.D,23.816,5056819,JTB-E02-201-06.D,23.808,8964616,JTB-E02-201-07.D,23.808,8220064,JTB-E02-201-08.D,23.816,3948763,JTB-E02-201-11.D,23.817,9391850,JTB-E02-201-12.D,23.817,5865136,JTB-E02-201-13.D,23.817,6512021,JTB-E02-201-14.D,23.816,3942655,JTB-E02-201-15.D,23.809,5027821,JTB-E02-201-16.D,23.816,5037060,JTB-E02-201-17.D,23.816,3861392
3-Furanmethanol,JTB-E02-199-06.D,24.060,720,JTB-E02-199-07.D,24.036,330,JTB-E02-199-08.D,,,JTB-E02-199-11.D,24.060,10513,JTB-E02-199-12.D,24.052,13611,JTB-E02-199-13.D,24.060,13802,JTB-E02-199-14.D,24.052,29781,JTB-E02-199-15.D,24.052,58574,JTB-E02-199-16.D,24.044,50726,JTB-E02-199-17.D,24.060,29934,JTB-E02-200-06.D,24.044,1705,JTB-E02-200-07.D,24.076,1400,JTB-E02-200-08.D,24.093,822,JTB-E02-200-11.D,24.060,11648,JTB-E02-200-12.D,24.060,16041,JTB-E02-200-13.D,24.052,14832,JTB-E02-200-14.D,24.052,90442,JTB-E02-200-15.D,24.052,100132,JTB-E02-200-16.D,24.052,89022,JTB-E02-200-17.D,24.052,69804,JTB-E02-201-06.D,24.036,2373,JTB-E02-201-07.D,24.060,1595,JTB-E02-201-08.D,24.076,1218,JTB-E02-201-11.D,24.060,15733,JTB-E02-201-12.D,24.060,12572,JTB-E02-201-13.D,24.052,11097,JTB-E02-201-14.D,24.052,127344,JTB-E02-201-15.D,24.052,103936,JTB-E02-201-16.D,24.060,108862,JTB-E02-201-17.D,24.052,106073
"3,4-Dihydroxyphenylglycol, 4TMS derivative",JTB-E02-199-06.D,24.426,145867,JTB-E02-199-07.D,24.426,95783,JTB-E02-199-08.D,24.442,4402,JTB-E02-199-11.D,24.426,48602,JTB-E02-199-12.D,24.426,36940,JTB-E02-199-13.D,24.434,16282,JTB-E02-199-14.D,24.426,23841,JTB-E02-199-15.D,24.434,31543,JTB-E02-199-16.D,24.426,17949,JTB-E02-199-17.D,24.434,59006,JTB-E02-200-06.D,24.426,39225,JTB-E02-200-07.D,24.434,33096,JTB-E02-200-08.D,24.434,20843,JTB-E02-200-11.D,24.434,30361,JTB-E02-200-12.D,24.434,16302,JTB-E02-200-13.D,24.434,52278,JTB-E02-200-14.D,24.434,27660,JTB-E02-200-15.D,24.434,15649,JTB-E02-200-16.D,24.434,42554,JTB-E02-200-17.D,24.434,24741,JTB-E02-201-06.D,24.426,37798,JTB-E02-201-07.D,24.434,34950,JTB-E02-201-08.D,24.434,16628,JTB-E02-201-11.D,24.434,27344,JTB-E02-201-12.D,24.434,36940,JTB-E02-201-13.D,24.434,34235,JTB-E02-201-14.D,24.426,14818,JTB-E02-201-15.D,24.434,31677,JTB-E02-201-16.D,24.434,28066,JTB-E02-201-17.D,24.426,14694
"Benzaldehyde, 3-hydroxy-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,24.572,183853,JTB-E02-199-12.D,24.572,172372,JTB-E02-199-13.D,24.580,204184,JTB-E02-199-14.D,24.580,161362,JTB-E02-199-15.D,24.580,178174,JTB-E02-199-16.D,24.572,194653,JTB-E02-199-17.D,24.564,185015,JTB-E02-200-06.D,,,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,24.572,132233,JTB-E02-200-12.D,24.564,166122,JTB-E02-200-13.D,24.572,186532,JTB-E02-200-14.D,24.564,65158,JTB-E02-200-15.D,24.572,53354,JTB-E02-200-16.D,24.572,74781,JTB-E02-200-17.D,24.572,77477,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,24.564,123242,JTB-E02-201-12.D,24.564,118758,JTB-E02-201-13.D,24.580,130395,JTB-E02-201-14.D,24.572,34991,JTB-E02-201-15.D,24.580,19928,JTB-E02-201-16.D,24.580,45690,JTB-E02-201-17.D,24.580,51615
"3-(3-Oxo-2-prop-2-ynyl-cyclopentyl)-propionic acid, methyl ester",JTB-E02-199-06.D,24.897,404,JTB-E02-199-07.D,24.921,549,JTB-E02-199-08.D,,,JTB-E02-199-11.D,24.913,224339,JTB-E02-199-12.D,24.905,300794,JTB-E02-199-13.D,24.913,285936,JTB-E02-199-14.D,24.913,333492,JTB-E02-199-15.D,24.913,370793,JTB-E02-199-16.D,24.913,363577,JTB-E02-199-17.D,24.913,303354,JTB-E02-200-06.D,24.905,2934,JTB-E02-200-07.D,24.913,940,JTB-E02-200-08.D,24.921,3949,JTB-E02-200-11.D,24.913,296946,JTB-E02-200-12.D,24.913,334681,JTB-E02-200-13.D,24.921,273487,JTB-E02-200-14.D,24.913,252197,JTB-E02-200-15.D,24.913,318446,JTB-E02-200-16.D,24.913,279912,JTB-E02-200-17.D,24.905,306774,JTB-E02-201-06.D,24.913,2056,JTB-E02-201-07.D,24.905,502,JTB-E02-201-08.D,24.905,294,JTB-E02-201-11.D,24.913,284401,JTB-E02-201-12.D,24.913,286516,JTB-E02-201-13.D,24.921,230842,JTB-E02-201-14.D,24.913,252434,JTB-E02-201-15.D,24.905,287475,JTB-E02-201-16.D,24.905,337994,JTB-E02-201-17.D,24.913,228812
Terpineol,JTB-E02-199-06.D,25.173,2825,JTB-E02-199-07.D,25.149,2234,JTB-E02-199-08.D,,,JTB-E02-199-11.D,25.165,517294,JTB-E02-199-12.D,25.157,724171,JTB-E02-199-13.D,25.165,677692,JTB-E02-199-14.D,25.173,812562,JTB-E02-199-15.D,25.165,967146,JTB-E02-199-16.D,25.165,859852,JTB-E02-199-17.D,25.165,801364,JTB-E02-200-06.D,25.173,16026,JTB-E02-200-07.D,25.181,22008,JTB-E02-200-08.D,25.173,21732,JTB-E02-200-11.D,25.173,600332,JTB-E02-200-12.D,25.173,650111,JTB-E02-200-13.D,25.173,599564,JTB-E02-200-14.D,25.165,603958,JTB-E02-200-15.D,25.165,743852,JTB-E02-200-16.D,25.165,700255,JTB-E02-200-17.D,25.165,678649,JTB-E02-201-06.D,25.181,12099,JTB-E02-201-07.D,25.189,16961,JTB-E02-201-08.D,25.165,4150,JTB-E02-201-11.D,25.165,513413,JTB-E02-201-12.D,25.165,478981,JTB-E02-201-13.D,25.165,488455,JTB-E02-201-14.D,25.165,520680,JTB-E02-201-15.D,25.165,674453,JTB-E02-201-16.D,25.165,691739,JTB-E02-201-17.D,25.165,632216
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",JTB-E02-199-06.D,25.287,487,JTB-E02-199-07.D,25.262,1457,JTB-E02-199-08.D,,,JTB-E02-199-11.D,25.295,56104,JTB-E02-199-12.D,25.287,69804,JTB-E02-199-13.D,25.295,75102,JTB-E02-199-14.D,25.295,400947,JTB-E02-199-15.D,25.295,459746,JTB-E02-199-16.D,25.295,419275,JTB-E02-199-17.D,25.295,377447,JTB-E02-200-06.D,25.295,290,JTB-E02-200-07.D,,,JTB-E02-200-08.D,25.271,174,JTB-E02-200-11.D,25.303,55504,JTB-E02-200-12.D,25.303,58648,JTB-E02-200-13.D,25.295,60830,JTB-E02-200-14.D,25.287,603165,JTB-E02-200-15.D,25.295,749974,JTB-E02-200-16.D,25.295,567898,JTB-E02-200-17.D,25.287,557826,JTB-E02-201-06.D,25.271,641,JTB-E02-201-07.D,25.303,70,JTB-E02-201-08.D,25.279,61,JTB-E02-201-11.D,25.295,47299,JTB-E02-201-12.D,25.295,51846,JTB-E02-201-13.D,25.287,45362,JTB-E02-201-14.D,25.295,634675,JTB-E02-201-15.D,25.295,780629,JTB-E02-201-16.D,25.295,776249,JTB-E02-201-17.D,25.295,643780
