Compound Method,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-01,PRO01  BAC-01,,PRO02  BAC-02,PRO02  BAC-02,,PRO03  BAC-03,PRO03  BAC-03,,REP01  BAC-01,REP01  BAC-01,,REP02  BAC-02,REP02  BAC-02,,REP03  BAC-03,REP03  BAC-03,,REP04  BAC-01,REP04  BAC-01,,BLANK  BAC-01,BLANK  BAC-01,,BLANK  BAC-02,BLANK  BAC-02,,BLANK  BAC-03,BLANK  BAC-03,,PRO01  BAC-02,PRO01  BAC-02,,PRO02  BAC-03,PRO02  BAC-03,,PRO03  BAC-01,PRO03  BAC-01,,REP01  BAC-02,REP01  BAC-02,,REP02  BAC-03,REP02  BAC-03,,REP03  BAC-01,REP03  BAC-01,,REP04  BAC-02,REP04  BAC-02,,BLANK  BAC01,BLANK  BAC01,,BLANK  BAC02,BLANK  BAC02,,BLANK  BAC03,BLANK  BAC03,,PRO01  BAC-03,PRO01  BAC-03,,PRO02  BAC-01,PRO02  BAC-01,,PRO03  BAC-02,PRO03  BAC-02,,REP01  BAC-03,REP01  BAC-03,,REP02  BAC-01,REP02  BAC-01,,REP03  BAC-02,REP03  BAC-02,,REP04  BAC-03,REP04  BAC-03,
Name,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.,Data File,RT,Resp.
2-Caren-4-ol,JTB-E02-199-06.D,20.933,258,JTB-E02-199-07.D,20.965,270,JTB-E02-199-08.D,20.933,195,JTB-E02-199-11.D,20.941,12691,JTB-E02-199-12.D,20.949,18320,JTB-E02-199-13.D,20.957,24938,JTB-E02-199-14.D,20.957,21320,JTB-E02-199-15.D,20.949,25019,JTB-E02-199-16.D,20.949,21687,JTB-E02-199-17.D,20.957,13550,JTB-E02-200-06.D,20.949,110,JTB-E02-200-07.D,20.957,461,JTB-E02-200-08.D,,,JTB-E02-200-11.D,20.949,435,JTB-E02-200-12.D,20.957,430,JTB-E02-200-13.D,20.933,103,JTB-E02-200-14.D,20.949,450,JTB-E02-200-15.D,20.916,563,JTB-E02-200-16.D,20.965,903,JTB-E02-200-17.D,20.965,2069,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,20.949,221,JTB-E02-201-11.D,20.925,486,JTB-E02-201-12.D,20.965,568,JTB-E02-201-13.D,20.982,370,JTB-E02-201-14.D,20.957,85,JTB-E02-201-15.D,20.949,72,JTB-E02-201-16.D,20.941,90,JTB-E02-201-17.D,20.957,619
1-Octanol,JTB-E02-199-06.D,21.193,635,JTB-E02-199-07.D,21.193,1721,JTB-E02-199-08.D,,,JTB-E02-199-11.D,21.185,38824,JTB-E02-199-12.D,21.177,32369,JTB-E02-199-13.D,21.193,41849,JTB-E02-199-14.D,21.185,67664,JTB-E02-199-15.D,21.177,60235,JTB-E02-199-16.D,21.177,82214,JTB-E02-199-17.D,21.185,66239,JTB-E02-200-06.D,21.193,2513,JTB-E02-200-07.D,21.201,1874,JTB-E02-200-08.D,21.144,103,JTB-E02-200-11.D,21.185,9431,JTB-E02-200-12.D,21.185,10455,JTB-E02-200-13.D,21.185,21731,JTB-E02-200-14.D,21.185,39303,JTB-E02-200-15.D,21.176,56308,JTB-E02-200-16.D,21.177,42380,JTB-E02-200-17.D,21.176,28151,JTB-E02-201-06.D,21.177,297,JTB-E02-201-07.D,21.168,1302,JTB-E02-201-08.D,21.176,538,JTB-E02-201-11.D,21.177,8344,JTB-E02-201-12.D,21.185,11737,JTB-E02-201-13.D,21.185,9246,JTB-E02-201-14.D,21.176,18893,JTB-E02-201-15.D,21.185,36752,JTB-E02-201-16.D,21.185,36977,JTB-E02-201-17.D,21.185,31498
"2-Furancarboxaldehyde, 5-methyl-",JTB-E02-199-06.D,21.436,959,JTB-E02-199-07.D,21.428,427,JTB-E02-199-08.D,,,JTB-E02-199-11.D,21.428,28163,JTB-E02-199-12.D,21.428,22805,JTB-E02-199-13.D,21.445,30058,JTB-E02-199-14.D,21.428,18112,JTB-E02-199-15.D,21.428,33754,JTB-E02-199-16.D,21.428,40411,JTB-E02-199-17.D,21.437,33843,JTB-E02-200-06.D,21.461,2020,JTB-E02-200-07.D,,,JTB-E02-200-08.D,21.445,2267,JTB-E02-200-11.D,21.436,28472,JTB-E02-200-12.D,21.436,20936,JTB-E02-200-13.D,21.437,39220,JTB-E02-200-14.D,21.428,14879,JTB-E02-200-15.D,21.428,7273,JTB-E02-200-16.D,21.428,21972,JTB-E02-200-17.D,21.436,22712,JTB-E02-201-06.D,21.437,633,JTB-E02-201-07.D,21.461,2087,JTB-E02-201-08.D,21.453,765,JTB-E02-201-11.D,21.428,21862,JTB-E02-201-12.D,21.436,30408,JTB-E02-201-13.D,21.445,29058,JTB-E02-201-14.D,21.436,9061,JTB-E02-201-15.D,21.437,5647,JTB-E02-201-16.D,21.428,16869,JTB-E02-201-17.D,21.428,17197
Benzonitrile,JTB-E02-199-06.D,22.387,2650,JTB-E02-199-07.D,22.37,9328,JTB-E02-199-08.D,22.338,251,JTB-E02-199-11.D,22.354,142070,JTB-E02-199-12.D,22.346,119598,JTB-E02-199-13.D,22.363,184313,JTB-E02-199-14.D,22.354,183585,JTB-E02-199-15.D,22.354,205421,JTB-E02-199-16.D,22.355,209569,JTB-E02-199-17.D,22.354,216838,JTB-E02-200-06.D,,,JTB-E02-200-07.D,,,JTB-E02-200-08.D,22.379,3092,JTB-E02-200-11.D,22.362,145720,JTB-E02-200-12.D,22.354,98604,JTB-E02-200-13.D,22.354,153183,JTB-E02-200-14.D,22.354,127536,JTB-E02-200-15.D,22.354,150791,JTB-E02-200-16.D,22.354,140261,JTB-E02-200-17.D,22.362,154361,JTB-E02-201-06.D,22.387,14593,JTB-E02-201-07.D,22.387,18955,JTB-E02-201-08.D,,,JTB-E02-201-11.D,22.363,116634,JTB-E02-201-12.D,22.362,109370,JTB-E02-201-13.D,22.363,122336,JTB-E02-201-14.D,22.346,69692,JTB-E02-201-15.D,22.354,110574,JTB-E02-201-16.D,22.354,122636,JTB-E02-201-17.D,22.346,116238
Terpinen-4-ol,JTB-E02-199-06.D,22.476,6102,JTB-E02-199-07.D,22.476,352,JTB-E02-199-08.D,,,JTB-E02-199-11.D,22.444,14085,JTB-E02-199-12.D,22.427,29895,JTB-E02-199-13.D,22.436,26724,JTB-E02-199-14.D,22.444,25698,JTB-E02-199-15.D,22.452,34192,JTB-E02-199-16.D,22.444,22462,JTB-E02-199-17.D,22.444,22097,JTB-E02-200-06.D,22.476,319,JTB-E02-200-07.D,22.452,330,JTB-E02-200-08.D,22.468,445,JTB-E02-200-11.D,22.444,20512,JTB-E02-200-12.D,22.444,16657,JTB-E02-200-13.D,22.444,15939,JTB-E02-200-14.D,22.436,17057,JTB-E02-200-15.D,22.435,23649,JTB-E02-200-16.D,22.428,22787,JTB-E02-200-17.D,22.435,25276,JTB-E02-201-06.D,22.46,596,JTB-E02-201-07.D,22.435,309,JTB-E02-201-08.D,22.468,433,JTB-E02-201-11.D,22.452,7177,JTB-E02-201-12.D,22.444,12671,JTB-E02-201-13.D,22.444,14040,JTB-E02-201-14.D,22.436,13110,JTB-E02-201-15.D,22.444,10392,JTB-E02-201-16.D,22.444,11908,JTB-E02-201-17.D,22.444,11099
"Cyclohexanone, 2-methyl-5-(1-methylethenyl)-, trans-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,22.492,563,JTB-E02-199-08.D,,,JTB-E02-199-11.D,22.509,14255,JTB-E02-199-12.D,22.501,10613,JTB-E02-199-13.D,22.517,13371,JTB-E02-199-14.D,22.533,16691,JTB-E02-199-15.D,22.517,21657,JTB-E02-199-16.D,22.517,20680,JTB-E02-199-17.D,22.525,23565,JTB-E02-200-06.D,,,JTB-E02-200-07.D,22.533,488,JTB-E02-200-08.D,22.525,623,JTB-E02-200-11.D,22.525,10389,JTB-E02-200-12.D,22.525,15828,JTB-E02-200-13.D,22.517,7342,JTB-E02-200-14.D,22.525,1483,JTB-E02-200-15.D,22.517,17852,JTB-E02-200-16.D,22.509,12763,JTB-E02-200-17.D,22.517,14610,JTB-E02-201-06.D,22.533,352,JTB-E02-201-07.D,22.525,250,JTB-E02-201-08.D,,,JTB-E02-201-11.D,22.525,13616,JTB-E02-201-12.D,22.525,13028,JTB-E02-201-13.D,22.517,12027,JTB-E02-201-14.D,22.517,13750,JTB-E02-201-15.D,22.509,12071,JTB-E02-201-16.D,22.525,14433,JTB-E02-201-17.D,22.517,13606
"Bicyclo[2.2.1]heptane, 2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-, (1S-exo)-",JTB-E02-199-06.D,22.728,152,JTB-E02-199-07.D,22.728,178,JTB-E02-199-08.D,22.712,596,JTB-E02-199-11.D,22.728,8071,JTB-E02-199-12.D,22.728,14910,JTB-E02-199-13.D,22.736,13150,JTB-E02-199-14.D,22.736,49951,JTB-E02-199-15.D,22.728,124069,JTB-E02-199-16.D,22.736,133224,JTB-E02-199-17.D,22.728,83448,JTB-E02-200-06.D,22.761,1214,JTB-E02-200-07.D,22.76,2247,JTB-E02-200-08.D,22.761,1022,JTB-E02-200-11.D,22.744,4733,JTB-E02-200-12.D,22.744,14402,JTB-E02-200-13.D,22.744,10574,JTB-E02-200-14.D,22.728,20053,JTB-E02-200-15.D,22.736,36345,JTB-E02-200-16.D,22.728,28562,JTB-E02-200-17.D,22.736,48939,JTB-E02-201-06.D,22.712,198,JTB-E02-201-07.D,22.744,447,JTB-E02-201-08.D,22.752,1025,JTB-E02-201-11.D,22.752,4568,JTB-E02-201-12.D,22.736,6405,JTB-E02-201-13.D,22.736,4219,JTB-E02-201-14.D,22.744,17315,JTB-E02-201-15.D,22.736,8741,JTB-E02-201-16.D,22.736,30965,JTB-E02-201-17.D,22.728,18996
"Bicyclo[2.2.1]hept-2-ene, 2,3-dimethyl-",JTB-E02-199-06.D,22.842,732,JTB-E02-199-07.D,22.817,812,JTB-E02-199-08.D,,,JTB-E02-199-11.D,22.826,9781,JTB-E02-199-12.D,22.817,8994,JTB-E02-199-13.D,22.826,11442,JTB-E02-199-14.D,22.842,23137,JTB-E02-199-15.D,22.834,22590,JTB-E02-199-16.D,22.834,26221,JTB-E02-199-17.D,22.842,26962,JTB-E02-200-06.D,22.85,1232,JTB-E02-200-07.D,22.834,872,JTB-E02-200-08.D,22.85,886,JTB-E02-200-11.D,22.834,13247,JTB-E02-200-12.D,22.826,13568,JTB-E02-200-13.D,22.826,14810,JTB-E02-200-14.D,22.834,14129,JTB-E02-200-15.D,22.817,21215,JTB-E02-200-16.D,22.826,14144,JTB-E02-200-17.D,22.833,19197,JTB-E02-201-06.D,22.866,511,JTB-E02-201-07.D,22.842,1997,JTB-E02-201-08.D,22.842,551,JTB-E02-201-11.D,22.834,14184,JTB-E02-201-12.D,22.834,18104,JTB-E02-201-13.D,22.842,17280,JTB-E02-201-14.D,22.834,16092,JTB-E02-201-15.D,22.826,17131,JTB-E02-201-16.D,22.817,23460,JTB-E02-201-17.D,22.825,19649
"Ethanone, 1-(2,5-dihydroxyphenyl)-",JTB-E02-199-06.D,,,JTB-E02-199-07.D,22.907,267,JTB-E02-199-08.D,,,JTB-E02-199-11.D,22.923,20826,JTB-E02-199-12.D,22.915,17572,JTB-E02-199-13.D,22.923,20906,JTB-E02-199-14.D,22.923,34125,JTB-E02-199-15.D,22.907,39999,JTB-E02-199-16.D,22.915,38228,JTB-E02-199-17.D,22.915,33168,JTB-E02-200-06.D,,,JTB-E02-200-07.D,22.89,315,JTB-E02-200-08.D,22.899,389,JTB-E02-200-11.D,22.915,4643,JTB-E02-200-12.D,22.923,6432,JTB-E02-200-13.D,22.923,1587,JTB-E02-200-14.D,22.907,3594,JTB-E02-200-15.D,22.923,6378,JTB-E02-200-16.D,22.915,2636,JTB-E02-200-17.D,22.915,6355,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,22.899,1679,JTB-E02-201-12.D,22.923,4314,JTB-E02-201-13.D,22.899,4396,JTB-E02-201-14.D,22.907,3209,JTB-E02-201-15.D,22.899,2524,JTB-E02-201-16.D,22.907,4990,JTB-E02-201-17.D,22.915,5024
"1,4-Benzenediol, 2,5-dimethyl-",JTB-E02-199-06.D,23.378,192,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,23.386,25772,JTB-E02-199-12.D,23.386,26084,JTB-E02-199-13.D,23.394,34817,JTB-E02-199-14.D,23.394,34936,JTB-E02-199-15.D,23.378,44493,JTB-E02-199-16.D,23.378,23392,JTB-E02-199-17.D,23.378,36847,JTB-E02-200-06.D,23.394,288,JTB-E02-200-07.D,23.386,239,JTB-E02-200-08.D,23.41,204,JTB-E02-200-11.D,23.386,20375,JTB-E02-200-12.D,23.386,10784,JTB-E02-200-13.D,23.386,9006,JTB-E02-200-14.D,23.378,17866,JTB-E02-200-15.D,23.394,24082,JTB-E02-200-16.D,23.378,12403,JTB-E02-200-17.D,23.386,21429,JTB-E02-201-06.D,,,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,23.394,17454,JTB-E02-201-12.D,23.402,16108,JTB-E02-201-13.D,23.386,8457,JTB-E02-201-14.D,23.386,12018,JTB-E02-201-15.D,23.362,15213,JTB-E02-201-16.D,23.386,15664,JTB-E02-201-17.D,23.386,14939
"1,3-Cyclohexadiene-1-carboxaldehyde, 2,6,6-trimethyl-",JTB-E02-199-06.D,23.613,210,JTB-E02-199-07.D,,,JTB-E02-199-08.D,,,JTB-E02-199-11.D,23.622,42516,JTB-E02-199-12.D,23.613,54700,JTB-E02-199-13.D,23.622,72770,JTB-E02-199-14.D,23.63,69543,JTB-E02-199-15.D,23.622,70965,JTB-E02-199-16.D,23.622,76036,JTB-E02-199-17.D,23.614,72372,JTB-E02-200-06.D,23.654,457,JTB-E02-200-07.D,23.63,260,JTB-E02-200-08.D,23.613,216,JTB-E02-200-11.D,23.622,16334,JTB-E02-200-12.D,23.63,15526,JTB-E02-200-13.D,23.63,15336,JTB-E02-200-14.D,23.605,9850,JTB-E02-200-15.D,23.621,10768,JTB-E02-200-16.D,23.63,14501,JTB-E02-200-17.D,23.621,15322,JTB-E02-201-06.D,23.614,212,JTB-E02-201-07.D,23.613,278,JTB-E02-201-08.D,,,JTB-E02-201-11.D,23.63,7503,JTB-E02-201-12.D,23.622,6074,JTB-E02-201-13.D,23.622,12594,JTB-E02-201-14.D,23.63,7403,JTB-E02-201-15.D,23.622,7800,JTB-E02-201-16.D,23.621,10489,JTB-E02-201-17.D,23.613,8822
Acetophenone,JTB-E02-199-06.D,23.703,32617,JTB-E02-199-07.D,23.703,40610,JTB-E02-199-08.D,23.695,1727,JTB-E02-199-11.D,23.687,487517,JTB-E02-199-12.D,23.678,485061,JTB-E02-199-13.D,23.687,626841,JTB-E02-199-14.D,23.695,617693,JTB-E02-199-15.D,23.687,653188,JTB-E02-199-16.D,23.687,703645,JTB-E02-199-17.D,23.687,568794,JTB-E02-200-06.D,23.711,46000,JTB-E02-200-07.D,23.719,71488,JTB-E02-200-08.D,23.703,1580,JTB-E02-200-11.D,23.687,536872,JTB-E02-200-12.D,23.687,597779,JTB-E02-200-13.D,23.695,574731,JTB-E02-200-14.D,23.687,486916,JTB-E02-200-15.D,23.686,552875,JTB-E02-200-16.D,23.687,488697,JTB-E02-200-17.D,23.686,516743,JTB-E02-201-06.D,23.703,49339,JTB-E02-201-07.D,23.703,69059,JTB-E02-201-08.D,23.711,32843,JTB-E02-201-11.D,23.687,514866,JTB-E02-201-12.D,23.687,452886,JTB-E02-201-13.D,23.695,501749,JTB-E02-201-14.D,23.686,430470,JTB-E02-201-15.D,23.679,400069,JTB-E02-201-16.D,23.686,502118,JTB-E02-201-17.D,23.686,463427
"Silanediol, dimethyl-",JTB-E02-199-06.D,23.8,16069535,JTB-E02-199-07.D,23.808,14777500,JTB-E02-199-08.D,23.817,264906,JTB-E02-199-11.D,23.809,10373525,JTB-E02-199-12.D,23.808,7948890,JTB-E02-199-13.D,23.808,13781702,JTB-E02-199-14.D,23.817,5081396,JTB-E02-199-15.D,23.808,2981702,JTB-E02-199-16.D,23.809,7435444,JTB-E02-199-17.D,23.808,11124904,JTB-E02-200-06.D,23.808,11955379,JTB-E02-200-07.D,23.808,5777521,JTB-E02-200-08.D,23.817,9534754,JTB-E02-200-11.D,23.817,6235361,JTB-E02-200-12.D,23.817,5408689,JTB-E02-200-13.D,23.817,9591880,JTB-E02-200-14.D,23.817,5769517,JTB-E02-200-15.D,23.816,5468223,JTB-E02-200-16.D,23.808,7524702,JTB-E02-200-17.D,23.816,5914594,JTB-E02-201-06.D,23.808,12427141,JTB-E02-201-07.D,23.808,9773035,JTB-E02-201-08.D,23.816,4321185,JTB-E02-201-11.D,23.817,10861014,JTB-E02-201-12.D,23.817,6575912,JTB-E02-201-13.D,23.817,7306290,JTB-E02-201-14.D,23.816,4598385,JTB-E02-201-15.D,23.809,6105252,JTB-E02-201-16.D,23.816,5907253,JTB-E02-201-17.D,23.816,4613223
"Pyrazine, 2,5-dimethyl-3-(3-methylbutyl)-  1",JTB-E02-199-06.D,24.068,674,JTB-E02-199-07.D,24.093,651,JTB-E02-199-08.D,24.068,336,JTB-E02-199-11.D,24.077,41437,JTB-E02-199-12.D,24.068,38479,JTB-E02-199-13.D,24.085,51518,JTB-E02-199-14.D,24.076,52021,JTB-E02-199-15.D,24.076,76338,JTB-E02-199-16.D,24.077,56182,JTB-E02-199-17.D,24.077,58941,JTB-E02-200-06.D,24.06,624,JTB-E02-200-07.D,24.084,3165,JTB-E02-200-08.D,24.109,1808,JTB-E02-200-11.D,24.076,36142,JTB-E02-200-12.D,24.085,38032,JTB-E02-200-13.D,24.077,21755,JTB-E02-200-14.D,24.076,29160,JTB-E02-200-15.D,24.076,35039,JTB-E02-200-16.D,24.077,33959,JTB-E02-200-17.D,24.076,36098,JTB-E02-201-06.D,24.085,3373,JTB-E02-201-07.D,24.093,2722,JTB-E02-201-08.D,24.093,2440,JTB-E02-201-11.D,24.085,17812,JTB-E02-201-12.D,24.085,15758,JTB-E02-201-13.D,24.093,20011,JTB-E02-201-14.D,24.076,14660,JTB-E02-201-15.D,24.068,14267,JTB-E02-201-16.D,24.084,24894,JTB-E02-201-17.D,24.068,14562
1-Nonanol,JTB-E02-199-06.D,24.15,1253,JTB-E02-199-07.D,24.166,290,JTB-E02-199-08.D,24.15,731,JTB-E02-199-11.D,24.174,8291,JTB-E02-199-12.D,24.166,8648,JTB-E02-199-13.D,24.174,10704,JTB-E02-199-14.D,24.174,23989,JTB-E02-199-15.D,24.166,32838,JTB-E02-199-16.D,24.166,20153,JTB-E02-199-17.D,24.174,29182,JTB-E02-200-06.D,24.166,2186,JTB-E02-200-07.D,24.182,986,JTB-E02-200-08.D,24.198,174,JTB-E02-200-11.D,24.166,2892,JTB-E02-200-12.D,24.166,2930,JTB-E02-200-13.D,24.158,320,JTB-E02-200-14.D,24.166,8947,JTB-E02-200-15.D,24.166,14273,JTB-E02-200-16.D,24.166,10357,JTB-E02-200-17.D,24.174,11981,JTB-E02-201-06.D,24.182,975,JTB-E02-201-07.D,24.19,668,JTB-E02-201-08.D,24.174,54,JTB-E02-201-11.D,24.182,349,JTB-E02-201-12.D,24.166,1637,JTB-E02-201-13.D,24.166,373,JTB-E02-201-14.D,24.166,3748,JTB-E02-201-15.D,24.174,9273,JTB-E02-201-16.D,24.166,12273,JTB-E02-201-17.D,24.174,9194
"Benzoic acid, ethyl ester",JTB-E02-199-06.D,24.231,1709,JTB-E02-199-07.D,,,JTB-E02-199-08.D,24.215,942,JTB-E02-199-11.D,24.215,30806,JTB-E02-199-12.D,24.206,31231,JTB-E02-199-13.D,24.223,42572,JTB-E02-199-14.D,24.215,41626,JTB-E02-199-15.D,24.215,51415,JTB-E02-199-16.D,24.215,53915,JTB-E02-199-17.D,24.207,35924,JTB-E02-200-06.D,24.223,1130,JTB-E02-200-07.D,24.255,4027,JTB-E02-200-08.D,,,JTB-E02-200-11.D,24.215,4502,JTB-E02-200-12.D,24.231,12355,JTB-E02-200-13.D,24.231,12341,JTB-E02-200-14.D,24.215,10319,JTB-E02-200-15.D,24.206,13613,JTB-E02-200-16.D,24.215,16954,JTB-E02-200-17.D,24.231,14249,JTB-E02-201-06.D,24.231,1605,JTB-E02-201-07.D,24.239,4382,JTB-E02-201-08.D,24.214,1361,JTB-E02-201-11.D,24.223,5883,JTB-E02-201-12.D,24.231,6708,JTB-E02-201-13.D,24.223,8509,JTB-E02-201-14.D,24.239,5780,JTB-E02-201-15.D,24.215,6183,JTB-E02-201-16.D,24.214,5370,JTB-E02-201-17.D,24.223,5577
"3,4-Dihydroxyphenylglycol, 4TMS derivative",JTB-E02-199-06.D,24.426,158890,JTB-E02-199-07.D,24.426,112636,JTB-E02-199-08.D,24.442,4402,JTB-E02-199-11.D,24.426,58553,JTB-E02-199-12.D,24.426,40546,JTB-E02-199-13.D,24.434,18309,JTB-E02-199-14.D,24.426,23841,JTB-E02-199-15.D,24.434,31960,JTB-E02-199-16.D,24.426,17949,JTB-E02-199-17.D,24.434,59847,JTB-E02-200-06.D,24.426,47410,JTB-E02-200-07.D,24.434,33096,JTB-E02-200-08.D,24.434,21079,JTB-E02-200-11.D,24.434,30361,JTB-E02-200-12.D,24.434,16302,JTB-E02-200-13.D,24.434,52516,JTB-E02-200-14.D,24.434,25980,JTB-E02-200-15.D,24.434,18328,JTB-E02-200-16.D,24.434,42554,JTB-E02-200-17.D,24.434,30226,JTB-E02-201-06.D,24.426,47731,JTB-E02-201-07.D,24.434,34950,JTB-E02-201-08.D,24.434,18150,JTB-E02-201-11.D,24.434,27344,JTB-E02-201-12.D,24.434,36940,JTB-E02-201-13.D,24.434,34235,JTB-E02-201-14.D,24.426,15769,JTB-E02-201-15.D,24.434,36331,JTB-E02-201-16.D,24.434,29280,JTB-E02-201-17.D,24.426,18308
"Benzaldehyde, 3-hydroxy-",JTB-E02-199-06.D,24.604,2871,JTB-E02-199-07.D,24.612,1184,JTB-E02-199-08.D,24.613,101,JTB-E02-199-11.D,24.572,107828,JTB-E02-199-12.D,24.572,117723,JTB-E02-199-13.D,24.58,130263,JTB-E02-199-14.D,24.58,131492,JTB-E02-199-15.D,24.58,125502,JTB-E02-199-16.D,24.572,103070,JTB-E02-199-17.D,24.564,120759,JTB-E02-200-06.D,24.604,9298,JTB-E02-200-07.D,,,JTB-E02-200-08.D,,,JTB-E02-200-11.D,24.572,83998,JTB-E02-200-12.D,24.564,128202,JTB-E02-200-13.D,24.572,123827,JTB-E02-200-14.D,24.564,37957,JTB-E02-200-15.D,24.572,26457,JTB-E02-200-16.D,24.572,50301,JTB-E02-200-17.D,24.572,43939,JTB-E02-201-06.D,24.596,732,JTB-E02-201-07.D,,,JTB-E02-201-08.D,,,JTB-E02-201-11.D,24.564,87228,JTB-E02-201-12.D,24.564,77715,JTB-E02-201-13.D,24.58,79911,JTB-E02-201-14.D,24.572,19606,JTB-E02-201-15.D,24.58,13062,JTB-E02-201-16.D,24.58,25376,JTB-E02-201-17.D,24.58,31544
"3-(3-Oxo-2-prop-2-ynyl-cyclopentyl)-propionic acid, methyl ester",JTB-E02-199-06.D,24.897,404,JTB-E02-199-07.D,24.921,549,JTB-E02-199-08.D,,,JTB-E02-199-11.D,24.913,224339,JTB-E02-199-12.D,24.905,300794,JTB-E02-199-13.D,24.913,285936,JTB-E02-199-14.D,24.913,333492,JTB-E02-199-15.D,24.913,370793,JTB-E02-199-16.D,24.913,363577,JTB-E02-199-17.D,24.913,303354,JTB-E02-200-06.D,24.905,2934,JTB-E02-200-07.D,24.913,940,JTB-E02-200-08.D,24.921,3949,JTB-E02-200-11.D,24.913,296946,JTB-E02-200-12.D,24.913,334681,JTB-E02-200-13.D,24.921,273487,JTB-E02-200-14.D,24.913,252197,JTB-E02-200-15.D,24.913,318446,JTB-E02-200-16.D,24.913,279912,JTB-E02-200-17.D,24.905,306774,JTB-E02-201-06.D,24.913,2056,JTB-E02-201-07.D,24.905,502,JTB-E02-201-08.D,24.905,294,JTB-E02-201-11.D,24.913,284401,JTB-E02-201-12.D,24.913,286516,JTB-E02-201-13.D,24.921,230842,JTB-E02-201-14.D,24.913,252434,JTB-E02-201-15.D,24.905,287475,JTB-E02-201-16.D,24.905,337994,JTB-E02-201-17.D,24.913,228812
Terpineol,JTB-E02-199-06.D,25.173,3061,JTB-E02-199-07.D,25.149,1412,JTB-E02-199-08.D,25.133,186,JTB-E02-199-11.D,25.165,697689,JTB-E02-199-12.D,25.157,795571,JTB-E02-199-13.D,25.165,798540,JTB-E02-199-14.D,25.173,965572,JTB-E02-199-15.D,25.165,1280551,JTB-E02-199-16.D,25.165,1126222,JTB-E02-199-17.D,25.165,937421,JTB-E02-200-06.D,25.173,16269,JTB-E02-200-07.D,25.181,22519,JTB-E02-200-08.D,25.173,8818,JTB-E02-200-11.D,25.173,732794,JTB-E02-200-12.D,25.173,802526,JTB-E02-200-13.D,25.173,735374,JTB-E02-200-14.D,25.165,791256,JTB-E02-200-15.D,25.165,958465,JTB-E02-200-16.D,25.165,850900,JTB-E02-200-17.D,25.165,897817,JTB-E02-201-06.D,25.181,12058,JTB-E02-201-07.D,25.189,19355,JTB-E02-201-08.D,25.165,4562,JTB-E02-201-11.D,25.165,642471,JTB-E02-201-12.D,25.165,613890,JTB-E02-201-13.D,25.165,602926,JTB-E02-201-14.D,25.165,651913,JTB-E02-201-15.D,25.165,745557,JTB-E02-201-16.D,25.165,923878,JTB-E02-201-17.D,25.165,755574
"Bicyclo[2.2.1]heptan-2-ol, 1,7,7-trimethyl-, (1S-endo)-",JTB-E02-199-06.D,25.287,487,JTB-E02-199-07.D,25.262,1457,JTB-E02-199-08.D,,,JTB-E02-199-11.D,25.295,56104,JTB-E02-199-12.D,25.287,69804,JTB-E02-199-13.D,25.295,75102,JTB-E02-199-14.D,25.295,400947,JTB-E02-199-15.D,25.295,459746,JTB-E02-199-16.D,25.295,419275,JTB-E02-199-17.D,25.295,377447,JTB-E02-200-06.D,25.295,290,JTB-E02-200-07.D,,,JTB-E02-200-08.D,25.271,174,JTB-E02-200-11.D,25.303,55504,JTB-E02-200-12.D,25.303,58648,JTB-E02-200-13.D,25.295,60830,JTB-E02-200-14.D,25.287,603165,JTB-E02-200-15.D,25.295,749974,JTB-E02-200-16.D,25.295,567898,JTB-E02-200-17.D,25.287,557826,JTB-E02-201-06.D,25.271,641,JTB-E02-201-07.D,25.303,70,JTB-E02-201-08.D,25.279,61,JTB-E02-201-11.D,25.295,47299,JTB-E02-201-12.D,25.295,51846,JTB-E02-201-13.D,25.287,45362,JTB-E02-201-14.D,25.295,634675,JTB-E02-201-15.D,25.295,780629,JTB-E02-201-16.D,25.295,776249,JTB-E02-201-17.D,25.295,643780
